"","lat","lon"
"588",31.3112936,-92.4451371
"589",41.079273,-85.1393513
"590",43.1565779,-77.6088465
"591",39.1434406,-77.2013705
"592",40.8106175,-77.8183338
"593",25.0865151,-80.4472802
"594",37.9642529,-91.8318334
"595",36.0726354,-79.7919754
"596",40.7830603,-73.9712488
"597",44.977753,-93.2650108
"598",-33.7560119,150.6038367
"599",40.7830603,-73.9712488
"600",41.1402759,-100.7601454
"601",44.9591352,-89.6301221
"602",38.2526647,-85.7584557
"603",33.7489954,-84.3879824
"604",30.267153,-97.7430608
"605",33.5185892,-86.8103567
"606",31.9685988,-99.9018131
"607",43.0389025,-87.9064736
"608",40.031183,-81.5884561
"609",33.7489954,-84.3879824
"610",27.950575,-82.4571776
"611",46.8721284,-113.9940314
"612",31.9685988,-99.9018131
"613",39.5480789,-104.9739333
"614",-27.5948698,-48.5482195
"615",40.7127753,-74.0059728
"616",33.4503998,-88.8183872
"617",35.9131996,-79.0558445
"618",36.1626638,-86.7816016
"619",35.7795897,-78.6381787
"620",40.8447819,-73.8648268
"621",35.9131996,-79.0558445
"622",40.7598227,-74.417097
"623",42.5005583,-90.6645718
"624",41.2403596,-75.9446428
"625",42.795896,-77.816947
"626",38.8462236,-77.3063733
"627",33.2098407,-87.5691735
"628",40.7607793,-111.8910474
"629",26.1420358,-81.7948103
"630",40.7127753,-74.0059728
"631",40.0583238,-74.4056612
"632",30.0444196,31.2357116
"633",31.9685988,-99.9018131
"634",32.4609764,-84.9877094
"635",35.5174913,-86.5804473
"636",38.8816208,-77.0909809
"637",43.653226,-79.3831843
"638",34.7540524,-77.4302414
"639",39.9611755,-82.9987942
"640",43.2128473,-75.4557303
"641",35.4675602,-97.5164276
"642",42.9614039,-88.0125865
"643",40.4172871,-82.907123
"644",41.49932,-81.6943605
"645",43.653226,-79.3831843
"646",6.244203,-75.5812119
"647",41.2397772,-81.6381785
"648",40.0466571,-76.1783739
"649",43.653226,-79.3831843
"650",40.0378755,-76.3055144
"651",45.4215296,-75.6971931
"652",51.5073509,-0.1277583
"653",40.7127753,-74.0059728
"654",35.9606384,-83.9207392
"655",40.7127753,-74.0059728
"656",45.2497275,19.3967698
"657",41.0814447,-81.5190053
"658",35.79154,-78.7811169
"659",38.9071923,-77.0368707
"660",37.9161043,-85.9562469
"661",41.3113669,-105.5911007
"662",50.4976133,12.1368679
"663",37.6390972,-120.9968782
"664",31.9685988,-99.9018131
"665",40.4406248,-79.9958864
"666",38.9906657,-77.026088
"667",38.9071923,-77.0368707
"668",36.778261,-119.4179324
"669",39.7392358,-104.990251
"670",41.8983187,-93.5291019
"671",42.0664167,-87.9372908
"672",39.9611755,-82.9987942
"673",40.6022939,-75.4714098
"674",41.8780025,-93.097702
"675",35.1495343,-90.0489801
"676",35.4675602,-97.5164276
"677",25.7616798,-80.1917902
"678",40.4406248,-79.9958864
"679",43.0389025,-87.9064736
"680",38.9071923,-77.0368707
"681",40.4406248,-79.9958864
"682",36.778261,-119.4179324
"683",40.4406248,-79.9958864
"684",36.778261,-119.4179324
"685",41.6392024,-87.4547635
"686",41.8780025,-93.097702
"687",42.3600825,-71.0588801
"688",38.9071923,-77.0368707
"689",38.9071923,-77.0368707
"690",32.3546679,-89.3985283
"691",41.5868353,-93.6249593
"692",43.8137751,-91.2519017
"693",42.331427,-83.0457538
"694",37.4315734,-78.6568942
"695",38.5825919,-78.8835548
